Index;Scene;Character_name;Character_gender;Dialogue
1344;113;Odin;Male;big deal so is Thor Erlend try to stay awake for me
1345;113;Atreus;Male;Okay but
1346;113;Odin;Male;look don't overthink it I have a project I think you'll be interested in a major learning opportunity for both of us
1347;113;Atreus;Male;what about my family my friends I need to know nobody's gonna get hurt
1348;113;Odin;Male;why would I hurt anybody A truce is all I've been asking for from the start if you recall look you're here now stop worrying it's all going to be fine almost to your room
1349;113;Atreus;Male;my room
1350;113;Odin;Male;yep just over here feel free to come and go take what you need poke around as you please you're not my prisoner and more importantly I am not your father
1351;113;Sif;Female;All-Father there's a situation that needs your attention
1352;113;Odin;Male;Sif you missed welcoming our new house guest say hello to Loki
1353;113;Sif;Female;this is him here in our home how nice
1354;113;Odin;Male;my diplomat everything all right new Midgard
1355;113;Sif;Female;the refugees are fine the situation is with the Dwarves you know who is back
1356;113;Odin;Male;yeah it's always something put those books down we got another stop to make
1357;113;Atreus;Male;uh sure
1358;114;Odin;Male;all right I'm here where is he
1359;114;Camp Dwarf;Male;he oh uh just over there All-Father sir
1360;114;Odin;Male;Chief it's been too long what's the issue now
1361;114;Durlin;Male;no issue at all if you're trying to build volatile death traps
1362;114;Odin;Male;I approve these designs personally and not all that recently I might add did you just wake up with the urge to be a pain in my ass
1363;114;Durlin;Male;huh who's the kid you training pickockets?
1364;114;Odin;Male;you know what Durlin you reek of cheap mead and that is by far your most endearing characteristic now listen up it's me your entire economy speaking I want you to know that I have confidence in you confidence you can deliver me these machines as promised on time on budget and of course safely the Dwarves have never let me down and they're not about to start now right good okay so I'm gonna let you catch your breath when you're ready to get to work and start getting those answers meet me in my study down the hall oh and help yourself to a change of clothes
1365;115;Atreus;Male;Whoa
1366;115;Thrud;Female;Loki right gotta say the irony of this isn't lost on me this was his room you know
1367;115;Atreus;Male;his
1368;115;Thrud;Female;my brother's
1369;115;Atreus;Male;your brother
1370;115;Thrud;Female;Modi
1371;115;Atreus;Male;ah your brother really I had no idea
1372;115;Thrud;Female;uh-huh and now it's yours enjoy Thrud Thorsdottir relax you've got some pretty small shoes to fill we're better off without him Loki trust me walk with me
1373;115;Atreus;Male;uh don't forget your sword
1374;115;Thrud;Female;uh someone will clean that up
1375;115;Atreus;Male;so uh what kind of sword is that
1376;115;Thrud;Female;it's new one of a kind my father gave it to me for valkyrie training
1377;115;Atreus;Male;you're in Valkyrie training
1378;115;Thrud;Female;got time to talk about it I was just heading to the Great Hall but if you need to go to work grandfather's study is just down those stairs catch you later
1379;116;Odin;Male;yes I I understand yes do you see me nodding and saying yes I understand I I uh-huh yes yes all right mm-hmm you see this is you not letting me talk no Huginn I I don't need my ears cleaned I need you to stop croaking and and and accept the answer you know I'm about to give
1380;116;Atreus;Male;I was just looking at this
1381;116;Odin;Male;that old thing I've had that since huh who can remember
1382;116;Atreus;Male;you have a name
1383;116;Odin;Male;Ingrid
1384;116;Atreus;Male;really
1385;116;Odin;Male;sure why not take it if you like it that much
1386;116;Atreus;Male;for real
1387;116;Odin;Male;consider it a perk of the job
1388;116;Atreus;Male;thank you I mean really
1389;116;Odin;Male;and they say I'm the bad guy come on let's walk
1390;116;Atreus;Male;you're welcome
1391;117;Odin;Male;everyone's got me all wrong you think War drives me or power wealth nah never have you know what drives me what I really want I want answers same as you see Mortals have it easy when they push up against life's big questions they can look to us to give them meaning Divine comfort we both know that's a sham but when we have questions why are we here to give meaning to Mortals while living without it ourselves no we are more than that and I found something that proves it
1392;117;Atreus;Male;what is it
1393;117;Odin;Male;it's what drives me you feel it don't you
1394;117;Atreus;Male;feels like knowledge truth
1395;117;Odin;Male;all truth all the answers we could find out why we're here learn how to change our Fates stop Ragnarok for good maybe save the people we love
1396;117;Atreus;Male;how
1397;117;Odin;Male;I was a young God when I found it I spent lifetimes studying it following every clue down every dead end looking for and finally unearthing this you see that it shares the same mystical energy
1398;117;Atreus;Male;it opened a crack can't we just look inside
1399;117;Odin;Male;I wouldn't recommend that
1400;117;Atreus;Male;what's the broken mask for
1401;117;Odin;Male;recognize any writing on it
1402;117;Atreus;Male;these aren't from the nine realms Smolder? Opsidiani spitha from smoldered Earth and obsidian Spark and a field of battles never fought
1403;117;Odin;Male;are you certain because if that's the clue I know what it means
1404;117;Atreus;Male;and what's that
1405;117;Odin;Male;keep working with me and find out you don't have to kill anyone you don't have to betray your father or yourself come on I know you felt what I felt the answers are in there let's get them I mean you translated this language like it was nothing
1406;117;Atreus;Male;if I do help you what's next
1407;117;Odin;Male;Thor get down here
1408;117;Thor;Male;All-Father
1409;117;Odin;Male;don't do that what's next is chasing this down take this and this stealthy side of beef let's see where It takes you
1410;117;Atreus;Male;I don't promise anything
1411;117;Odin;Male;nonsense Happy Hunting and you go easy on him you hear me
1412;118;Atreus;Male;Muspelheim? the rest of the Mask is here
1413;118;Thor;Male;it's where All-Father dropped us what do you think just take that and do your damn job listen Modi had some problems but he was my son and the only reason you aren't mush right now is because of that broken piece of wood
1414;118;Atreus;Male;look clearly neither of us can do this Mission alone and I want to impress the All-Father just as much as you do you don't have to like me but we're gonna have to trust each other just a little bit
1415;118;Thor;Male;Trust huh
1416;118;Atreus;Male;Thor what the ah wait Surtr's shrine
1417;118;Thor;Male;you didn't die over there did you
1418;118;Atreus;Male;I was thinking
1419;118;Thor;Male;well that's your problem
1420;119;Angrboda;Female;Loki you know for someone who was trained as a warrior you are tragically easy to startle
1421;119;Atreus;Male;I I didn't what are you doing here
1422;119;Angrboda;Female;a girl can't visit a shrine of her own volition
1423;119;Atreus;Male;you're here for Surtr's marble
1424;119;Angrboda;Female;Maybe
1425;119;Atreus;Male;you're out looking for more giant marbles you know what this looks like right
1426;119;Angrboda;Female;like the life story of one of our people and also maybe a storage closet
1427;119;Atreus;Male;no this looks an awful lot like defying destiny
1428;119;Angrboda;Female;the question is what are you doing here
1429;119;Atreus;Male;rewriting my story
1430;119;Angrboda;Female;Odin gave that to you
1431;119;Atreus;Male;it's not well you did but it's not I'm not working with him I would never tell him anything about Ironwood that's what you're worried about and I'm definitely not serving him
1432;119;Angrboda;Female;prophecy's words not mine I've got a marble to find you're welcome to help if you want
1433;119;Atreus;Male;fine but are you sure you're up for breaking the rules like this there aren't any Prophecies of you collecting any marbles
1434;119;Angrboda;Female;our endings haven't been written right come on champ
1435;120;Angrboda;Female;oh hello there sentient sword huh another marble Surtr's no soul in it though
1436;120;Atreus;Male;so he's still out there somewhere a while back you talked about how the Giants left you ever think about them
1437;120;Angrboda;Female;all the time they're far from here far from Odin and Thor but I wonder what lands they've gone to what seas they've crossed why
1438;120;Atreus;Male;I want to find them I'm gonna save my father and then I will find them it's starting who is that
1439;120;Angrboda;Female;not Surtr that's for sure look at all that frost
1440;120;Atreus;Male;Sinmara
1441;120;Angrboda;Female;hmm don't think I've heard of her before and here comes Surtr
1442;120;Atreus;Male;wow this must have been some fight
1443;120;Angrboda;Female;yeah until it wasn't
1444;120;Atreus;Male;it just stopped
1445;120;Angrboda;Female;oh no no no look it's because they fought together
1446;120;Atreus;Male;looks like they even became friends uh good friends
1447;120;Angrboda;Female;are they
1448;120;Atreus;Male;Yeah I think they are
1449;120;Angrboda;Female;oh well that's good for them
1450;120;Atreus;Male;but it looks like they're um love caused them to combine into some kind of huge creature
1451;120;Angrboda;Female;Ragnarok
1452;120;Atreus;Male;and then
1453;120;Angrboda;Female;Ragnarok destroys Asgard
1454;120;Atreus;Male;right I saw that in Groa's shrine
1455;120;Angrboda;Female;well that was something oh hey remember the snake we put that soul in
1456;120;Atreus;Male;can't really forget that
1457;120;Angrboda;Female;I saw it it's getting bigger like faster than normal bigger
1458;120;Atreus;Male;yeah I had a feeling that would happen
1459;120;Angrboda;Female;huh I'm gonna hang back here don't want your uh friend to see a giant he missed
1460;120;Atreus;Male;of course just be careful please
1461;120;Angrboda;Female;you too Loki
1462;121;Atreus;Male;hey Ingrid think Thor that from
1463;121;Thor;Male;you thought you could defeat thi God of Thunder
1464;121;Atreus;Male;oh through the gate like I said Thor
1465;121;Thor;Male;ain't that impressive real God stuff
1466;121;Atreus;Male;you are a God
1467;121;Thor;Male;you're damn right
1468;121;Atreus;Male;and so am I it's here this is the spot
1469;121;Thor;Male;where is in the lava
1470;121;Atreus;Male;I don't know ah damn it
1471;121;Thor;Male;some advice sticking your hand in lava is never Gonna feel good
1472;121;Atreus;Male;I wasn't thinking
1473;121;Thor;Male;good it's better that way all right let's get out of here oh don't try to play me again you're an okay kid but you are still a giant and I'll revel in killing you too
1474;122;Odin;Male;what did you do? Loki the rift got brighter look you did it
1475;122;Atreus;Male;look one of these phrases is complete now if we can read it all
1476;122;Odin;Male;but you can't translate it
1477;122;Atreus;Male;not yet
1478;122;Odin;Male;see I got a little theory I think if we can find the rest of this we can use it to look into that without you know losing an eye or worse look at this we make a good team don't we don't we make a good damn team
1479;122;Thor;Male;just like you and Baldur
1480;122;Odin;Male;you both behave out there
1481;122;Atreus;Male;Thor was really great I've learned a lot from him
1482;122;Odin;Male;you learned something from him really now okay what did you teach the kid
1483;122;Thor;Male;nothing what could I possibly teach him
1484;122;Odin;Male;exactly ah I was wondering where that went actually I had a pretty good idea change of heart
1485;122;Atreus;Male;I'm not really sure why I came to Asgard but I realize now it wasn't to be a spy I need you to know you can trust me and if I'm gonna help you take this to the end I need to be able to trust you
1486;122;Odin;Male;and trust is earned I get it take this figure out the rest of it if you're staying that is
1487;122;Atreus;Male;you're going to tell me what you're really looking for in there
1488;122;Odin;Male;translate that and I'll tell you everything and on that young man you can trust me
1489;123;Thor;Male;you like the nice things
1490;123;Sif;Female;I'm not angry I'm concerned you know that's not what I want for her
1491;123;Thor;Male;you don't want her to have a sword
1492;123;Sif;Female;but it's not about having a sword it's about what you use it for I think you know what I mean
1493;123;Thor;Male;yeah I do and I don't want that for her either okay you don't have to worry she's a smart girl smarter than her father
1494;123;Sif;Female;hm well when you are right you are right Come here
1495;123;Atreus;Male;well this has been a weird day exactly
1496;124;Mimir;Male;Good morning brother no news I'm afraid
1497;124;Kratos;Male;I have a plan
1498;124;Mimir;Male;do you now
1499;124;Kratos;Male;The Norns you found them once could you do so again
1500;124;Freya;Female;I could try but I don't see how that would
1501;124;Kratos;Male;They are the fates of these lands are they not I would know they know
1502;124;Freya;Female;you may not find them cooperative
1503;124;Kratos;Male;as long as I find them where do we search
1504;124;Freya;Female;Midgard but if Atreus is an Asgard there's no getting him back without an army we should be raising one
1505;124;Tyr;Male;yes nothing like a catastrophic War to improve the situation the boy seems quite capable perhaps if you simply give him some time
1506;124;Kratos;Male;you are not free of blame here you encouraged his foolishness his confusion I do not seek war but if Odin has stolen my son do not doubt the lengths I will go to
1507;124;Tyr;Male;your nature has always been clear Kratos but you Freya war as a first resort that's not the Freya I knew I hope the Norns can give you the counsel you need perhaps mine is no longer of use here
1508;124;Freya;Female;Tyr stop this is no time to divide ourselves further come sit please
1509;124;Kratos;Male;you have been quiet
1510;124;Mimir;Male;frankly I'm surprised you of all people would seek out fate but your instincts haven't let us down so far let's find the Norns
1511;125;Brok;Male;hang on I got something for you Sindri!
1512;125;Sindri;Male;coming
1513;125;Brok;Male;before you go traipsing off into the dawn I thought you'd like to have this back
1514;125;Kratos;Male;mmm
1515;125;Brok;Male;well don't go getting too cheery about it but you're welcome
1516;125;Freya;Female;I've collected what we need to find the Norns shall we go
1517;126;Kratos;Male;we are certain Atreus could not still be in Midgard
1518;126;Freya;Female;I was just there and found no trace if Odin invited him he must have provided a way
1519;126;Kratos;Male;no that is not the only explanation tell me where we find these Norns
1520;126;Freya;Female;I discovered some of their threads near the frozen lake I stashed one for spell crafting but we may also use it to find them just remember they really don't want to be found
1521;126;Mimir;Male;well at least things will be difficult for a change
1522;127;Kratos;Male;Come quiet she is a friend now
1523;127;Freya;Female;better they get this from you once the wolves have the scent of the Norns we'll just need to follow their lead
1524;127;Kratos;Male;Mmm I will open the gate
1525;127;Freya;Female;take care of them and they'll take care of you
1526;127;Mimir;Male;brother what exactly do you intend to ask the Norns
1527;127;Kratos;Male;how I may find my son nothing more
1528;127;Mimir;Male;you don't imagine it's a chance to clear up all this mess about prophecy perhaps get a second opinion on your alleged demise
1529;127;Freya;Female;you didn't tell me you had a death prophecy
1530;127;Kratos;Male;when Atreus and I reached Jotunheim we found a hidden mural the Giants Faye herself had foreseen our entire Journey long ago who we would meet who we would fight all of it as it happened
1531;127;Freya;Female;but you aren't dead
1532;127;Kratos;Male;that image was from a time yet to come
1533;127;Freya;Female;I see you've never struck me as someone who fears death that's not the problem is it
1534;127;Kratos;Male;No death can have me when it earns me
1535;127;Freya;Female;then maybe it's not the future that bothers you Faye sent you on your journey and she made sure you'd see that image at the end of it and you're still not sure why
1536;127;Kratos;Male;I wish to speak with this no further
1537;128;Kratos;Male;The hilt of a sword
1538;128;Mimir;Male;brother I know that sword hilt tread carefully you of all people know how weapons can carry ghosts
1539;128;Freya;Female;opnao nothing another dead end
1540;129;Baldur;Male;Mother
1541;129;Freya;Female;My boy
1542;129;Baldur;Male;I can feel everything
1543;129;Freya;Female;Baldur listen to me please
1544;129;Frigg;Female;stop why did you bring him here you are not welcome here
1545;129;Freya;Female;wait Baldur come back talk to me
1546;129;Frigg;Female;You will not touch him you will not harm him Nobody harms my boy but me
1547;129;Freya;Female;No
1548;129;Kratos;Male;Freya
1549;130;Mimir;Male;brother over here come get me I want none of this imagine them thinking I had any desire to be back on this itchy carcass
1550;130;Sigrun;Male;Mimir
1551;130;Mimir;Male;Sigrun? brother hold off
1552;130;Sigrun;Male;why did you never turn on Odin
1553;130;Mimir;Male;but I did I tried to stop him any way I could
1554;130;Sigrun;Male;don't lie to me
1555;130;Mimir;Male;Sirgun don't
1556;130;Sigrun;Male;you served Odin from the day you met to the day he put you in that tree it's who you've always been it's who you are and it's who you always will be
1557;130;Mimir;Male;brother no
1558;130;Kratos;Male;it is not her
1559;130;Mimir;Male;no of course you did what you must Brother the tree it's pulling me in
1560;130;Kratos;Male;Mimir
1561;131;Atreus;Male;father help me monster
1562;131;Kratos;Male;Atreus I am coming
1563;131;Atreus;Male;All-Father help me he is a monster
1564;132;Mimir;Male;I think it's over did we pass the test
1565;132;Freya;Female;didn't feel much like succeeding
1566;132;Mimir;Male;I see the door has disappeared
1567;132;Freya;Female;or it was never there
1568;133;Mimir;Male;That is a good lass lovely creatures but temperamental by reputation In my land they keep children away from the Lochs by telling them a Kelpie would drown them of course no Kelpie would do such a thing unless it was disrespected
1569;133;Kratos;Male;it walks on water
1570;133;Mimir;Male;Aye no mystical water steeds to speak of in Greece brother
1571;133;Kratos;Male;Hmm there were the Hippocamps they serve the sea god I battled well upon a Titan
1572;133;Freya;Female;that might not be her favorite subject
1573;134;Verdandi;Female;Kratos Freya and Mimir's head enter the home of the Norns tentatively they have finally reached their destination Kratos speaks first
1574;134;Kratos;Male;I seek my son
1575;134;Skuld;Female;I seek my son
1576;134;Urd;Female;you know the child is in Asgard no you seek what all who search for us seek to know the ending to your story
1577;134;Verdandi;Female;the ghost of Sparta furrows his brow menacingly he resists the urge to grunt
1578;134;Kratos;Male;Hmmm
1579;134;Verdandi;Female;Ohh he fails
1580;134;Urd;Female;you come to us piteous archetypes seeking freedom from your scripts as if knowing your lines would grant you the power to rewrite them
1581;134;Kratos;Male;Speak plain
1582;134;Skuld;Female;Speak plain
1583;134;Urd;Female;you will die Kratos of Sparta
1584;134;Mimir;Male;But you called him the destroyer of Fate there must be a way to subvert destiny
1585;134;Skuld;Female;But you called him the destroyer of Fate there must be a way to subvert destiny
1586;134;Urd;Female;There is no destiny puck
1587;134;Verdandi;Female;The protagonists are speechless they do not understand
1588;134;Urd;Female;there is no Grand Design no script only the choices you make that your choices are so predictable merely make us seem prescient
1589;134;Freya;Female;when my son was born shut up
1590;134;Skuld;Female;when my son was born shut up
1591;134;Freya;Female;your prophecy said he would die a needless death
1592;134;Urd;Female;and he did because you could not let him go because he thirsted for Revenge and because you killed gods
1593;134;Freya;Female;but what Kratos did it was not out of hate
1594;134;Urd;Female;should I bring him a crown then he still slays Gods but now he's sad about it you are the sum of your choices nothing more and because your choices never change you will learn that Heimdall intends to kill your son in Asgard and you will do what you do best and then Ragnarok
1595;134;Verdandi;Female;the skies burn the curtains fall Exeunt Omnes
1596;134;Kratos;Male;Heimdall?
1597;134;Verdandi;Female;again he misses the point
1598;134;Urd;Female;focusing on the second act to the exclusion of the final a common mistake in storycraft
1599;134;Kratos;Male;We are leaving
1600;134;Skuld;Female;We are leaving
1601;134;Verdandi;Female;he Stomps away followed closely by Freya
1602;134;Urd;Female;I enjoyed your story Kratos pity it has to end so soon
1603;134;Kratos;Male;let us leave this place
1604;134;Freya;Female;happily
1605;135;Mimir;Male;Oh that is better I can feel things getting more normal already
1606;135;Freya;Female;wait that tree
1607;135;Mimir;Male;well isn't that interesting
1608;135;Kratos;Male;what is this
1609;135;Mimir;Male;that's the noose brother the one Odin hanged himself with as part of his endless mad quest for secrets of life and death and what have you
1610;135;Kratos;Male;what are you doing
1611;135;Freya;Female;it's a charged object significant to Odin perhaps I'll find a use for it
1612;135;Mimir;Male;brother what they said about the boy
1613;135;Kratos;Male;will not happen
1614;135;Mimir;Male;Oh I agree
1615;135;Kratos;Male;it will not happen we will not let it
1616;136;Kratos;Male;now tell me of this power Heimdall wields he sees the future
1617;136;Mimir;Male;more like he reads the person sees their intention
1618;136;Kratos;Male;my intent will be to kill him knowing that will be no advantage
1619;136;Mimir;Male;brother this is no one to underestimate any move you make he'll have seen it coming if you must face him we need something else an edge humor me
1620;136;Kratos;Male;very well we will ask the dwarves
1621;136;Mimir;Male;ah the inevitable asking of the dwarves
1622;137;Sindri;Male;you're back they're back
1623;137;Kratos;Male;I have news
1624;137;Sindri;Male;oh did the Norns tell you how to get Atreus back do we have a plan
1625;137;Kratos;Male;The Norns say atreus will be killed by Heimdall the plan is to kill Heimdall first
1626;137;Sindri;Male;oh wow okay Heimdall let's see never loses sees everything coming unpopular at parties this won't be easy
1627;137;Kratos;Male;whatever his advantages I will overwhelm him with my own
1628;137;Brok;Male;that's the idea you gotta over populate his senses see and I got just the thing in mind to help you do it Sindri go get Draupnir
1629;137;Sindri;Male;Draupnir but we need it our supplies
1630;137;Brok;Male;aw we got plenty and to spare
1631;137;Sindri;Male;even if we did Draupnir's no weapon why would a oh you mean we combine it with
1632;137;Brok;Male;that's right
1633;137;Sindri;Male;and then when he it'll go damn you that's brilliant very well I suppose there's nothing to do but go fetch Draupnir
1634;137;Mimir;Male;Draupnir I bloody knew these two had nicked it and Odin blamed me for it disappearing
1635;137;Tyr;Male;they stole Draupnir
1636;137;Brok;Male;we didn't steal nothing we just ungifted what never should have been gifted in the first place
1637;137;Kratos;Male;How will help me kill Heimdall
1638;137;Brok;Male;never you mind all that it's a fucking surprise we are artistes
1639;137;Freya;Female;but to even store Draupnir you'd need
1640;137;Sindri;Male;You were saying
1641;137;Tyr;Male;so now you intend to kill Heimdall violence cannot prevent violence Kratos I truly thought you understood that
1642;137;Kratos;Male;No matter what you thought I understood my son is in danger I will not allow harm to come to him
1643;137;Tyr;Male;even if it means war
1644;137;Kratos;Male;what do you think
1645;137;Sindri;Male;oh I'm gonna miss you little one oh got it I think
1646;137;Tyr;Male;what had changed in you Kratos? I though you didn't believe in fate We are all worried about your son but we
1647;137;Freya;Female;enough heimdall's a threat not only to Atreus but to everyone he's Odin's left hand and he carries The Horn that begins Ragnarok if we have the chance to eliminate him we should
1648;137;Mimir;Male;and it's just as likely a trap because the bastard knows your intentions Kratos I've never seen anyone so much as lay a finger on him not one
1649;137;Brok;Male;well I gathered what's fit for gathering
1650;137;Kratos;Male;how long will it take
1651;137;Sindri;Male;we'll have to go to Svartalfheim to get the rest of the materials not to mention we'll have to visit the lady oh oh that's a relief ah ow Kratos whenever you're ready
1652;137;Kratos;Male;the lady
1653;137;Mimir;Male;no idea what he's on about brother
1654;138;Sindri;Male;ah time to go see the lady I'll take it from here
1655;138;Brok;Male;ohh no this whole thing were my idea I'll speak to the lady I never get to speak to the lady
1656;138;Sindri;Male;there are reasons for that
1657;138;Kratos;Male;Brok will go
1658;138;Sindri;Male;what no no no I have to
1659;138;Brok;Male;you heard him quit your friend I ain't gonna mess nothing up what the
1660;138;Kratos;Male;um
1661;138;Brok;Male;no you pimp shrimps think that'll keep us out well think the fuck again
1662;139;Mimir;Male;what was all that then?
1663;139;Brok;Male;Oh just Sindri trying to hog all the glory same old shit
1664;139;Mimir;Male;not that the gate what's wrong with a bloody gate
1665;139;Brok;Male;most likely someone in Nidavellir been making a fuckery of the works probably on account of all that incursioning you got up to but don't worry a little dangling head old Brok came prepared I got ways in and out from the old days gates they would never even think to look for on account of being stupid
1666;139;Freya;Female;Brok were are we
1667;139;Brok;Male;This here is you stop abandoned service tunnerl direct to the forge camp I will meet you up there
1668;139;Kratos;Male;Brok
1669;139;Mimir;Male;and he's gone you sure he was the right pick for this brother?
1670;140;Freya;Female;when we get out of here I'll give you some space let you think carefully about whether you're ready for what it means to make this weapon and to use it meanwhile I'll see what else I can learn while we're here maybe I'll send a few Einherjar back to Valhalla for good measure
1671;141;Brok;Male;hoo that's brisk I think I'll grab some for the lady
1672;141;Mimir;Male;grab some what the wind
1673;141;Brok;Male;no you idiot the sound of the Wind
1674;141;Kratos;Male;how
1675;141;Brok;Male;watch and learn see Dwarven Magic's all about the intangibles the relationship between the stuff what you can touch and what you can't it's about understanding
1676;141;Mimir;Male;understanding what
1677;141;Brok;Male;the nature of the thing is more important than the form of a thing
1678;141;Kratos;Male;hmm
1679;141;Brok;Male;hang on I smell trouble
1680;142;Kratos;Male;where is the forge
1681;142;Brok;Male;shhh here she comes I uh I uh uh she needs the final ingredient the blood of a god give her your hand wow Almost forgot Ma'am it would be an honor if you might bless it for us Are you a hello hello what the fuck was that she acts like I weren't even here
1682;142;Mimir;Male;mermaids don't speak to our corporeal bodies they speak to a part of our soul a part specifically you might be missing
1683;142;Brok;Male;fuck fuck Dammit Sindri you lying scat-scrubber I knew it I died I fucking died the fuck you want
1684;142;Kratos;Male;it needs a blessing
1685;142;Brok;Male;yeah well the one to give us a blessing just fucked off into the kelp
1686;142;Kratos;Male;it needs the blessing of a great blacksmith
1687;142;Brok;Male;what no no I can't bless shit I don't have all my soul bits the blessing wouldn't mean squat
1688;142;Kratos;Male;it is the nature of a thing that matters not it's form
1689;142;Brok;Male;all right may this weapon strike true may it be wielded with wisdom may it be put down when its job is done
1690;142;Kratos;Male;Let us return home
1691;142;Mimir;Male;oh is that the way down
1692;142;Brok;Male;and I'll get those Gates working for you
1693;142;Mimir;Male;I only hope Sindri in one piece by the time Brok's done with him the ice beneath those two is thin enough under the best of circumstances
1694;143;Mimir;Male;where is everyone
1695;143;Odin;Male;now a good time I just want to talk dad to Dad speaking of which imagine my surprise when Atreus came knocking at my door he's doing well by the way and we'll continue to do so just as long as I return to Asgard sometime soon besides our friend here has a has a whole lot to live for
1696;143;Durlin;Male;arguable
1697;143;Odin;Male;run along now but behave yourself new spear never much care for Brok but can't deny the dwarf's talent
1698;143;Kratos;Male;you came to speak speak
1699;143;Odin;Male;you don't really want war do you Kratos all that blood on your hands on your son's hands I want peace as much as you do perhaps we can find it together
1700;143;Mimir;Male;He is lying
1701;143;Kratos;Male;I know
1702;143;Odin;Male;that boy of ours he is everything I expected so clever kind he's sure he's yours I kid you really ought to be very proud he is the key to peace in our age to break free from all this fate and prophecy
1703;143;Kratos;Male;my son is not your key
1704;143;Odin;Male;oh God do they not have metaphor in your Homeland or rather did they I'm sorry that's not fair I know you're not the god you once were and now is your chance to prove it
1705;143;Kratos;Male;return my son or you may meet God I once was
1706;143;Odin;Male;and what kind of God is that Kratos what do you even know of godhood in your lifetimes has anyone ever worshiped you ever prayed to you can you even imagine that kind of love no you don't care about Mortals you don't care about anything beyond yourself beyond the monster who kills without cause you fear what you can never even hope to understand is it any wonder that your a boy is in no rush to come back to you
1707;143;Mimir;Male;don't listen to him brother he is just trying to get in your head
1708;144;Freya;Female;hmm so this Draupnir spear you're prepared to use it
1709;144;Kratos;Male;to protect Atreus I am no one's Champion but his nor no one's God that may be my form it is not my nature do you understand
1710;144;Freya;Female;I guess a difference of opinion is hardly the most I'm setting aside for this Alliance as long as the plan is to kill Heimdall the rest matters little
1711;144;Mimir;Male;there's also the bit of news that Odin has some inkling of what we're up to
1712;144;Freya;Female;I thought I heard ravens damn it what did he say
1713;144;Mimir;Male;Lies threats and more lies what did you expect
1714;144;Kratos;Male;you think he lies that Atreus is in Asgard?
1715;144;Mimir;Male;no on that I'm afraid I believe him
1716;144;Kratos;Male;then the rest matters little
1717;144;Freya;Female;I saw a Gateway near here overlooking the bay we can get to it with your spear I think
1718;145;Freya;Female;now that you have a weapon to deal with Heimdall we just need to find a way to get to him
1719;145;Mimir;Male;Aye if that's still the plan
1720;145;Kratos;Male;it is I will protect my son
1721;145;Mimir;Male;so then it seems the original plan to avoid Ragnarok has fallen a bit by the wayside
1722;145;Kratos;Male;that is up to Odin
1723;145;Mimir;Male;yes that's rather what concerns me listen brother those things he said to you
1724;145;Kratos;Male;his words are nothing
1725;145;Mimir;Male;true though I expect retaliation is no empty threat we need to think through the ins and outs of it
1726;145;Kratos;Male;hmmm
1727;145;Freya;Female;you're getting ahead of yourself let's see if Sindri has had any luck
1728;146;Brok;Male;there he is hey come show off this spear see what we done now do the thing
1729;146;Sindri;Male;oh look at that she's special that one
1730;146;Brok;Male;ain't gotta tell me
1731;146;Kratos;Male;have you found a way to reach Asgard
1732;146;Sindri;Male;um not as such had a few ideas but they didn't so much work
1733;146;Mimir;Male;brother without a way to Asgard what are we doing
1734;146;Kratos;Male;I do not know I need to think I am tired
1735;146;Mimir;Male;where are you going brother
1736;146;Kratos;Male;sleep
1737;146;Mimir;Male;so we are just keeping blindly on then hoping we don't walk headlong into Ragnarok is that your plan
1738;147;Faye;Female;Kratos you all right shhhh well your father seems very ready to go shall we then this way grumbles
1739;148;Faye;Female;mmm do you enjoy the gentle waves little one your father and I traverse this river often one day you will learn to navigate its waters we live deep in the Wildwoods the most beautiful forest in all of Midgard it is safe and serene here game is plentiful and you will want for nothing we are not far from the place your father and I first met we nearly took each other's heads off but he's softened since then somewhat unfortunately for you remains dreadfully stoic
1740;148;Kratos;Male;Mrrhn
1741;148;Faye;Female;I suppose it will fall to me to teach you language your father can teach you to hunt or perhaps that will fall to me as well since all he seems to be good for is grunting
1742;148;Kratos;Male;hmmm
1743;148;Faye;Female;have you nothing to say to your son
1744;148;Kratos;Male;what would you have me say Faye
1745;148;Faye;Female;anything let him learn your voice let him know you
1746;148;Kratos;Male;he is far better off knowing as little as possible
1747;148;Faye;Female;knowledge is not always a burden to think the Mighty God of War frightened of his own child
1748;148;Kratos;Male;I do not fear our child Faye I fear for him he is innocent
1749;148;Faye;Female;we are not our failures we are not who we were we must be better Atreus is our future Keep him safe Kratos protect our son
1750;149;Skjoldr;Male;what did that wall ever do to you
1751;149;Atreus;Male;I am building Focus something my father taught me
1752;149;Skjoldr;Male;it work
1753;149;Atreus;Male;not yet
1754;149;Skjoldr;Male;so what you focusing on anyway
1755;149;Atreus;Male;controlling my emotions Heimdall keeps trying to make me lose my cool I can't give into it
1756;149;Skjoldr;Male;Thrud hey it's Thrud okay be cool
1757;149;Thrud;Female;training without me
1758;149;Skjoldr;Male;haha is that a that a good idea training I mean I think it's a great idea but uh won't your mom be mad if she finds out
1759;149;Thrud;Female;good point but did you consider
1760;149;Skjoldr;Male;no I didn't that didn't hurt also
1761;149;Thrud;Female;anyways grandfather wants to see you
1762;149;Skjoldr;Male;oh grandfather right okay uh here then take this and uh send my regards to Sif lady Sif and Atreus see you later and Thrud bye Thrud
1763;149;Thrud;Female;Midgardian boys are so weird
1764;149;Atreus;Male;weird can be good
